GOULD	33,363	610	88.6%	836	37,660
ENGLISH	33,355	611	74.1%	692	45,032
HARRELL	33,334	612	68.8%	638	48,471
KAUFMAN	33,315	613	95.8%	911	34,786
BOONE	33,245	614	64.3%	587	51,679
DICKERSON	33,207	615	65.1%	602	51,017
KRAUSE	33,170	616	96.6%	932	34,345
HARDIN	33,148	617	79.6%	753	41,664
WERNER	33,115	618	96.4%	931	34,352
FREDERICK	33,085	619	82.9%	791	39,909
ANTHONY	33,076	620	63.4%	580	52,146
WOODWARD	33,071	621	91.3%	875	36,242
AYERS	33,011	622	85.0%	812	38,836
KEMP	32,971	623	73.8%	698	44,701
HAAS	32,899	624	96.7%	941	34,032
BRADSHAW	32,823	625	80.5%	769	40,794
SELLERS	32,787	626	78.9%	755	41,561
HENDRICKS	32,737	627	78.2%	749	41,879
MULLEN	32,681	628	89.7%	867	36,442
MCGRATH	32,639	629	95.9%	943	34,031
MCFARLAND	32,537	630	80.8%	782	40,244
BENTLEY	32,520	631	84.0%	814	38,714
NOBLE	32,507	632	80.8%	784	40,217
GLASS	32,331	633	79.4%	770	40,724
CHURCH	32,291	634	90.9%	890	35,539
IRWIN	32,284	635	93.9%	930	34,374
MCCARTY	32,210	636	90.2%	881	35,718
LANDRY	32,206	637	84.8%	828	37,961
CLEMENTS	32,199	638	86.5%	843	37,237
HERNANDEZ	32,140	639	4.6%	15	706,372
LYNN	32,109	640	86.5%	847	37,125
GILMORE	32,088	641	68.2%	661	47,050
WILEY	32,079	642	67.5%	653	47,503
BLANCHARD	32,007	643	87.1%	860	36,764
ANDERSEN	32,003	644	95.5%	954	33,508
DURHAM	31,986	645	75.5%	740	42,365
PITTS	31,941	646	65.9%	639	48,462
PRUITT	31,902	647	75.1%	736	42,463
LEVINE	31,900	648	92.5%	926	34,472
COFFEY	31,884	649	90.0%	894	35,442
BEASLEY	31,873	650	69.0%	679	46,179
BAIRD	31,871	651	93.1%	935	34,233
MACK	31,797	652	47.3%	441	67,154
FARLEY	31,764	653	85.6%	849	37,116
DAUGHERTY	31,753	654	91.6%	921	34,650
ESTES	31,728	655	88.5%	880	35,839
MAYNARD	31,705	656	88.9%	884	35,648
MCCANN	31,650	657	91.2%	916	34,692
CANTRELL	31,595	658	91.1%	920	34,674
VAUGHAN	31,588	659	84.0%	837	37,591
RAYMOND	31,580	660	82.8%	825	38,158
WHITEHEAD	31,560	661	72.9%	721	43,310
HARDING	31,512	662	82.2%	823	38,340
FREY	31,504	663	96.2%	972	32,735
BLACKWELL	31,482	664	67.7%	673	46,495
GOOD	31,435	665	91.3%	929	34,430
BRAUN	31,359	666	96.0%	973	32,676
HATFIELD	31,349	667	93.7%	956	33,464
GLENN	31,337	668	63.6%	627	49,241
HOUSE	31,301	669	77.3%	776	40,477
FRITZ	31,299	670	94.7%	966	33,068
PRINCE	31,266	671	70.0%	700	44,640
PACE	31,211	672	80.1%	807	38,975
WILKERSON	31,188	673	66.9%	670	46,605
HICKMAN	31,170	674	77.5%	783	40,224
HANNA	31,106	675	87.4%	887	35,599
DODSON	30,991	676	83.1%	842	37,298
FRYE	30,955	677	84.3%	862	36,716
COMPTON	30,947	678	89.0%	910	34,788
RITTER	30,928	679	94.1%	970	32,864
ONEAL	30,909	680	67.0%	680	46,161
BEAN	30,834	681	83.0%	846	37,145
KAISER	30,821	682	94.6%	977	32,567
POTTS	30,817	683	81.8%	832	37,687
HAYS	30,744	684	92.6%	964	33,194
LUTZ	30,720	685	96.2%	996	31,940
SHEA	30,703	686	95.7%	990	32,069
ROWLAND	30,607	687	88.7%	925	34,498
LIVINGSTON	30,596	688	74.7%	766	40,964
BIRD	30,576	689	90.0%	944	33,962
STUART	30,492	690	85.4%	883	35,701
MOONEY	30,445	691	92.4%	968	32,953
FLOWERS	30,357	692	55.9%	560	54,277
SHEPARD	30,356	693	78.4%	815	38,705
MCKAY	30,356	693	82.2%	853	36,948
HALEY	30,338	695	83.3%	869	36,433
RIGGS	30,292	696	89.4%	947	33,868
JOYCE	30,229	697	89.3%	948	33,843
LEHMAN	30,157	698	96.4%	1023	31,296
STRONG	30,140	699	69.4%	718	43,430
MADDEN	29,887	700	86.7%	926	34,472
DUNLAP	29,881	701	77.6%	820	38,516
WHITNEY	29,836	702	87.1%	934	34,251
HAYDEN	29,821	703	82.8%	878	36,024
OSBORN	29,711	704	92.7%	991	32,044
SMALL	29,633	705	64.6%	681	45,850
JARVIS	29,630	706	87.0%	939	34,050
MOON	29,624	707	70.4%	748	42,062
DONNELLY	29,515	708	95.5%	1036	30,919
HOUSTON	29,514	709	54.6%	563	54,026
KATZ	29,488	710	96.3%	1045	30,615
DUKE	29,480	711	87.4%	952	33,745
MCINTOSH	29,442	712	72.8%	777	40,453
SNIDER	29,442	712	93.7%	1018	31,418
DAVIES	29,380	714	91.3%	988	32,165
COSTA	29,362	715	83.4%	900	35,227
RIDDLE	29,336	716	89.8%	975	32,654
LOWERY	29,315	717	70.4%	752	41,670
DONAHUE	29,301	718	93.8%	1026	31,251
VOGEL	29,294	719	96.4%	1052	30,388
LEVY	29,293	720	82.6%	892	35,464
STANTON	29,273	721	84.1%	909	34,812
MCCLAIN	29,250	722	64.2%	688	45,560
KUHN	29,216	723	96.3%	1053	30,342
GOLDSTEIN	29,200	724	96.0%	1050	30,429
WITT	29,177	725	93.0%	1020	31,360
SHOEMAKER	29,163	726	94.8%	1040	30,756
MERRILL	29,135	727	91.7%	1007	31,758
PEREZ	29,067	728	6.0%	29	488,521
WINTER	29,065	729	94.6%	1043	30,721
HANEY	29,040	730	89.0%	976	32,644
GOLDBERG	28,916	731	96.5%	1069	29,968
ODELL	28,874	732	93.3%	1034	30,951
FAULKNER	28,870	733	81.6%	896	35,389
MCLEAN	28,855	734	70.6%	768	40,871
RUSH	28,811	735	76.9%	839	37,470
BRAY	28,721	736	83.1%	923	34,575
COSTELLO	28,705	737	91.8%	1025	31,266
DOWNS	28,701	738	85.7%	955	33,494
ROBERSON	28,647	739	53.8%	569	53,198
BURCH	28,623	740	80.6%	891	35,521
GORMAN	28,620	741	91.5%	1024	31,285
CARVER	28,611	742	90.6%	1014	31,566
LANGE	28,505	743	95.1%	1068	29,977
GONZALEZ	28,451	744	4.8%	23	597,718
WORKMAN	28,435	745	91.3%	1029	31,151
JOSEPH	28,395	746	35.5%	356	80,030
MALONEY	28,374	747	93.2%	1048	30,434
ELLISON	28,362	748	68.4%	756	41,459
GUTHRIE	28,352	749	89.9%	1015	31,530
KAPLAN	28,328	750	96.3%	1090	29,410
MERCER	28,302	751	83.7%	949	33,797
GOFF	28,295	752	89.0%	1001	31,806
DALY	28,258	753	92.9%	1048	30,434
CRAMER	28,248	754	95.2%	1077	29,666
MCCALL	28,223	755	68.5%	761	41,231
MOSER	28,217	756	95.7%	1085	29,485
KNOX	28,214	757	65.7%	724	42,937
MIDDLETON	28,211	758	69.3%	771	40,708
CROSBY	28,209	759	72.6%	811	38,844
CARNEY	28,189	760	87.3%	984	32,282
RICHTER	28,172	761	96.4%	1096	29,233
WOODARD	28,014	762	62.5%	696	44,830
SPEARS	27,957	763	69.5%	785	40,203
HOOPER	27,922	764	81.9%	936	34,084
HERRING	27,918	765	74.7%	841	37,353
SANFORD	27,887	766	78.4%	888	35,565
CROWLEY	27,828	767	91.5%	1051	30,416
KESSLER	27,827	768	96.4%	1112	28,869
WALLS	27,796	769	71.0%	801	39,166
BYRNE	27,787	770	95.9%	1106	28,963
CONNOLLY	27,760	771	96.3%	1116	28,821
MCDERMOTT	27,753	772	94.3%	1086	29,440
EVERETT	27,726	773	71.6%	816	38,702
WIGGINS	27,674	774	57.2%	641	48,355
BULLOCK	27,589	775	64.1%	722	43,021
HENDRICKSON	27,576	776	93.5%	1084	29,496
CHILDERS	27,573	777	91.7%	1063	30,079
HELMS	27,572	778	92.8%	1074	29,727
MCMILLAN	27,569	779	70.9%	810	38,896
FINK	27,564	780	97.0%	1128	28,417
FINLEY	27,560	781	74.7%	854	36,874
ASHLEY	27,533	782	74.4%	852	37,021
MCCABE	27,445	783	93.0%	1083	29,523
PEARCE	27,421	784	90.6%	1054	30,276
HARTLEY	27,418	785	90.7%	1055	30,236
ARCHER	27,364	786	81.9%	958	33,411
HENDRIX	27,345	787	80.4%	941	34,032
BEACH	27,284	788	91.1%	1071	29,940
AVERY	27,215	789	72.7%	840	37,440
LANCASTER	27,215	789	85.9%	1009	31,686
BEST	27,178	791	73.7%	855	36,862
JUSTICE	27,155	792	87.7%	1032	30,956
HICKEY	27,139	793	93.7%	1105	28,970
WELSH	27,128	794	92.9%	1097	29,217
DICKSON	27,123	795	78.2%	915	34,698
TRACY	27,117	796	92.5%	1093	29,316
KINNEY	27,111	797	87.6%	1032	30,956
PUGH	26,999	798	69.8%	817	38,691
HOLDEN	26,862	799	78.9%	940	34,041
MARINO	26,789	800	87.2%	1042	30,735
SOLOMON	26,787	801	62.5%	726	42,839
MCPHERSON	26,733	802	76.9%	913	34,763
FLANAGAN	26,701	803	90.3%	1079	29,563
CALHOUN	26,687	804	64.4%	757	41,452
HORNE	26,650	805	73.4%	873	36,288
DELANEY	26,647	806	85.3%	1027	31,236
SPRINGER	26,589	807	85.6%	1031	31,044
SEARS	26,579	808	84.7%	1019	31,387
HAINES	26,551	809	91.4%	1102	29,065
BENTON	26,511	810	71.6%	851	37,032
RICHMOND	26,511	810	74.2%	882	35,715
RITCHIE	26,446	812	93.1%	1131	28,397
DONALDSON	26,434	813	74.7%	897	35,387
GILES	26,361	814	67.6%	805	39,002
COWAN	26,332	815	81.7%	985	32,242
HESTER	26,301	816	75.9%	919	34,675
DOLAN	26,249	817	96.3%	1179	27,252
KERN	26,186	818	94.8%	1162	27,634
CROWE	26,173	819	89.4%	1095	29,260
ENGLAND	26,113	820	90.5%	1113	28,861
SPENCE	26,078	821	75.7%	928	34,435
TUTTLE	26,005	822	94.7%	1169	27,460
VALENTINE	25,980	823	69.0%	834	37,669
PETTY	25,976	824	75.8%	933	34,278
DOHERTY	25,972	825	96.3%	1191	26,978
BYERS	25,950	826	82.9%	1022	31,299
EWING	25,905	827	78.7%	969	32,925
EMERSON	25,902	828	86.3%	1066	30,028
COOLEY	25,881	829	80.2%	983	32,287
HOLCOMB	25,867	830	90.2%	1120	28,668
KENDALL	25,848	831	87.5%	1082	29,524
LAKE	25,840	832	83.6%	1035	30,924
DODD	25,747	833	85.7%	1065	30,029
SLATER	25,719	834	81.5%	1013	31,569
SORENSEN	25,658	835	96.1%	1201	26,705
COOKE	25,647	836	80.5%	1000	31,860
CLAY	25,630	837	55.4%	677	46,264
GUSTAFSON	25,619	838	96.9%	1213	26,433
LYON	25,579	839	93.6%	1175	27,337
NEWELL	25,539	840	81.5%	1021	31,317
SANCHEZ	25,460	841	5.8%	33	441,242
CAMP	25,453	842	86.5%	1087	29,432
CRAFT	25,408	843	82.9%	1044	30,653
BARLOW	25,389	844	82.6%	1041	30,749
SWEET	25,381	845	87.9%	1111	28,872
TRAVIS	25,351	846	76.0%	960	33,339
MADDOX	25,304	847	72.4%	906	34,970
DAVID	25,240	848	65.3%	818	38,659
SHEEHAN	25,235	849	96.7%	1233	26,107
HYDE	25,206	850	88.1%	1121	28,604
PUCKETT	25,186	851	90.3%	1153	27,891
BOGGS	25,143	852	90.4%	1156	27,822
WALLER	25,138	853	71.8%	904	35,001
ONEIL	25,128	854	89.7%	1145	28,020
DWYER	25,116	855	93.9%	1197	26,759
PROCTOR	25,068	856	72.3%	918	34,682
ALBERT	25,039	857	80.4%	1028	31,159
SINGLETON	25,033	858	48.3%	584	51,797
MCNAMARA	25,028	859	96.6%	1245	25,896
SHEPPARD	25,019	860	70.4%	889	35,554
MCKENNA	25,018	861	95.5%	1226	26,189
CHAMBERLAIN	24,987	862	89.5%	1151	27,928
GIBBONS	24,870	863	85.8%	1104	28,993
BARRON	24,863	864	53.8%	678	46,196
FRANKS	24,853	865	84.2%	1080	29,531
HASTINGS	24,840	866	91.3%	1183	27,201
HOLDER	24,765	867	76.3%	978	32,466
FERRELL	24,758	868	77.0%	987	32,174
CRABTREE	24,692	869	95.2%	1244	25,929
MCGOWAN	24,689	870	78.0%	1010	31,669
BERNARD	24,617	871	67.4%	864	36,546
PARK	24,616	872	30.1%	343	81,890
DAILEY	24,613	873	79.7%	1038	30,894
HEWITT	24,583	874	85.2%	1114	28,857
SUTHERLAND	24,578	875	86.5%	1128	28,417
KIDD	24,546	876	77.0%	998	31,886
PIKE	24,458	877	93.8%	1235	26,086
CASSIDY	24,414	878	93.9%	1240	26,011
SWARTZ	24,373	879	96.3%	1276	25,307
SHAFER	24,351	880	95.5%	1264	25,498
GALLOWAY	24,350	881	72.1%	951	33,773
OTT	24,289	882	95.3%	1265	25,492
ROMANO	24,280	883	88.6%	1171	27,401
KENNEY	24,217	884	89.1%	1184	27,189
BOLTON	24,172	885	75.5%	994	31,995
HELLER	24,171	886	95.3%	1274	25,371
FARRIS	24,169	887	83.5%	1108	28,928
ROSENBERG	24,169	887	95.6%	1280	25,271
FINCH	24,140	889	81.3%	1076	29,703
GAY	24,115	890	73.8%	974	32,672
STARR	24,077	891	85.3%	1135	28,210
HOPPER	24,058	892	89.2%	1192	26,956
BOWLING	24,055	893	92.7%	1243	25,938
WARE	24,041	894	51.5%	667	46,682
ODOM	24,040	895	71.3%	953	33,717
MULLER	24,024	896	89.8%	1198	26,744
MEIER	23,973	897	96.3%	1298	24,886
ROLLINS	23,949	898	70.9%	949	33,797
DICKINSON	23,930	899	91.5%	1230	26,144
FORBES	23,926	900	74.2%	986	32,228
DEMPSEY	23,926	900	90.6%	1215	26,403
SHAPIRO	23,897	902	96.7%	1306	24,712
DUDLEY	23,880	903	68.7%	912	34,770
ROSSI	23,879	904	93.6%	1263	25,512
CHANEY	23,864	905	73.6%	979	32,433
PIERSON	23,853	906	86.0%	1158	27,730
LINDSAY	23,843	907	75.1%	1008	31,744
KIRKPATRICK	23,825	908	91.1%	1229	26,155
SCHUMACHER	23,819	909	96.9%	1315	24,573
DENTON	23,802	910	87.8%	1187	27,112
MCGINNIS	23,718	911	89.2%	1207	26,578
PATE	23,717	912	82.3%	1117	28,804
CURRAN	23,687	913	96.4%	1317	24,559
SARGENT	23,662	914	87.6%	1190	27,024
ZIEGLER	23,620	915	94.0%	1289	25,138
NIXON	23,590	916	65.5%	877	36,037
ACKERMAN	23,589	917	94.9%	1300	24,862
CONNOR	23,526	918	83.7%	1138	28,107
RATLIFF	23,488	919	80.6%	1099	29,142
SINGER	23,461	920	91.6%	1261	25,599
BRIGHT	23,458	921	73.2%	992	32,042
DOWNEY	23,447	922	89.5%	1225	26,206
GLEASON	23,419	923	93.6%	1293	25,007
DYE	23,392	924	84.7%	1163	27,627
SAMPSON	23,376	925	62.8%	844	37,234
COUCH	23,367	926	89.4%	1231	26,135
FULTON	23,339	927	74.1%	1017	31,513
COFFMAN	23,298	928	94.2%	1304	24,733
DALE	23,273	929	80.3%	1103	28,994
ELDER	23,219	930	80.7%	1118	28,783
FUNK	23,200	931	96.5%	1351	24,032
STERN	23,193	932	94.2%	1311	24,618
WORLEY	23,166	933	91.2%	1271	25,407
COURTNEY	23,148	934	86.8%	1202	26,668
RUTHERFORD	23,133	935	84.0%	1167	27,539
RANDOLPH	23,130	936	58.2%	792	39,742
SHIRLEY	23,120	937	84.7%	1176	27,300
CASH	23,086	938	80.8%	1123	28,572
MCALLISTER	23,026	939	80.5%	1122	28,586
HAMM	23,006	940	87.2%	1216	26,392
SCHAFER	23,004	941	96.6%	1366	23,804
FISH	23,000	942	93.5%	1314	24,612
DOWNING	22,947	943	82.3%	1154	27,879
BELCHER	22,931	944	82.1%	1149	27,947
BRUNO	22,917	945	79.8%	1119	28,729
KNOWLES	22,903	946	83.6%	1174	27,380
BRITT	22,880	947	75.8%	1059	30,200
SCHULZ	22,864	948	96.6%	1374	23,676
EMERY	22,847	949	90.2%	1275	25,338
ALBRIGHT	22,847	949	91.6%	1297	24,942
HELTON	22,834	951	92.7%	1310	24,624
HOLMAN	22,775	952	72.3%	1016	31,514
ROE	22,770	953	92.2%	1307	24,699
KEY	22,735	954	71.3%	999	31,882
HILTON	22,700	955	80.8%	1139	28,098
HATCH	22,683	956	88.7%	1262	25,564
LUND	22,676	957	94.5%	1354	24,001
DEWITT	22,651	958	89.0%	1268	25,448
BACON	22,617	959	77.2%	1094	29,312
RANKIN	22,604	960	80.8%	1148	27,989
LANGLEY	22,600	961	85.1%	1208	26,560
BLOOM	22,544	962	94.4%	1362	23,879
KURTZ	22,478	963	95.7%	1383	23,488
PADGETT	22,426	964	90.2%	1301	24,854
MAYS	22,411	965	57.6%	809	38,914
FIELD	22,402	966	91.9%	1329	24,374
AKERS	22,383	967	91.9%	1330	24,353
DOTSON	22,351	968	70.3%	1004	31,784
FELDMAN	22,351	968	96.4%	1401	23,195
GOLDMAN	22,345	970	92.8%	1348	24,086
SCHMITZ	22,345	970	97.2%	1423	22,984
WHALEN	22,311	972	94.4%	1377	23,642
GODFREY	22,290	973	80.5%	1159	27,700
MAYO	22,211	974	67.1%	965	33,126
WEBBER	22,207	975	84.8%	1228	26,178
POLLARD	22,185	976	65.1%	937	34,079
HAGEN	22,086	977	95.3%	1403	23,175
TIPTON	22,080	978	89.2%	1303	24,767
ELKINS	22,080	978	92.2%	1356	23,953
CROUCH	22,079	980	91.4%	1342	24,146
LOCKE	22,077	981	83.3%	1210	26,516
CONKLIN	22,055	982	94.4%	1390	23,371
WILLS	22,025	983	78.6%	1143	28,036
DRISCOLL	22,021	984	95.5%	1413	23,063
POST	22,020	985	95.1%	1406	23,155
SIMONS	22,014	986	87.1%	1281	25,266
THOMSON	22,010	987	91.0%	1341	24,174
SWENSON	21,977	988	96.6%	1442	22,762
STEINER	21,966	989	96.0%	1432	22,874
ARTHUR	21,964	990	80.2%	1172	27,383
STOVER	21,908	991	89.0%	1313	24,613
ROSEN	21,896	992	96.2%	1441	22,763
CHRISTOPHER	21,866	993	76.7%	1124	28,493
HEAD	21,864	994	80.3%	1180	27,218
SANTOS	21,709	995	21.9%	279	98,993
HORNER	21,672	996	93.0%	1393	23,308
HOLBROOK	21,643	997	92.8%	1392	23,317
MEEKS	21,629	998	76.1%	1126	28,426
KIMBALL	21,627	999	94.1%	1421	22,990
EGAN	21,618	1000	96.1%	1458	22,491
GREGG	21,585	1001	84.8%	1267	25,457
NEFF	21,541	1002	95.7%	1455	22,509
WOODRUFF	21,513	1003	83.9%	1258	25,626
HUTCHISON	21,510	1004	92.0%	1389	23,391
MAHER	21,484	1005	95.5%	1456	22,503
MACKEY	21,471	1006	72.2%	1075	29,718
MCLEOD	21,438	1007	72.9%	1088	29,423
ESPOSITO	21,430	1008	94.6%	1446	22,651
STAHL	21,385	1009	96.5%	1471	22,163
BRITTON	21,368	1010	76.3%	1147	28,001
MASTERS	21,364	1011	92.5%	1412	23,106
PRITCHARD	21,326	1012	90.3%	1378	23,606
MOSES	21,323	1013	57.9%	858	36,814
CONNELLY	21,298	1014	93.6%	1443	22,747
ROBISON	21,266	1015	89.4%	1367	23,785
YEAGER	21,255	1016	95.0%	1463	22,374
CORBETT	21,244	1017	82.6%	1252	25,722
LOWRY	21,232	1018	86.6%	1323	24,506
LUDWIG	21,222	1019	96.5%	1485	21,994
SPRAGUE	21,184	1020	95.1%	1466	22,283
LAW	21,167	1021	68.5%	1037	30,900
INMAN	21,074	1022	89.8%	1386	23,460
CHERRY	21,070	1023	60.9%	922	34,615
SIEGEL	21,060	1024	96.9%	1514	21,725
GOSS	21,023	1025	82.6%	1266	25,464
MCMANUS	20,995	1026	91.7%	1430	22,903
TOMLINSON	20,983	1027	87.0%	1345	24,110
WILDER	20,980	1028	69.9%	1067	30,023
CROW	20,944	1029	90.9%	1416	23,031
GROVES	20,905	1030	86.2%	1336	24,260
LORD	20,887	1031	89.9%	1399	23,221
OTTO	20,861	1032	94.8%	1483	22,001
GRIMM	20,861	1032	95.9%	1510	21,757
BABCOCK	20,855	1034	95.8%	1508	21,769
OLEARY	20,837	1035	95.1%	1496	21,904
BEATTY	20,817	1036	82.5%	1283	25,245
WINKLER	20,803	1037	95.5%	1505	21,783
PAINTER	20,778	1038	95.6%	1514	21,725
ENGEL	20,767	1039	96.3%	1530	21,567
METCALF	20,753	1040	88.2%	1381	23,540
KOENIG	20,750	1041	96.0%	1527	21,606
CONNELL	20,743	1042	93.5%	1470	22,183
MCDONOUGH	20,740	1043	97.2%	1542	21,340
SEYMOUR	20,736	1044	84.9%	1327	24,427
JEWELL	20,731	1045	89.6%	1407	23,143
SELF	20,723	1046	90.3%	1426	22,954
BURT	20,722	1047	80.8%	1256	25,649
HAMMER	20,694	1048	94.3%	1491	21,947
RUBIN	20,686	1049	90.1%	1425	22,969
PICKETT	20,684	1050	67.7%	1046	30,552
CLEVELAND	20,670	1051	68.4%	1056	30,233
SANDERSON	20,667	1052	88.1%	1384	23,469
STRATTON	20,664	1053	91.8%	1457	22,498
HINKLE	20,648	1054	91.4%	1449	22,581
KRAFT	20,645	1055	95.7%	1528	21,579
BOWER	20,628	1056	95.0%	1516	21,705
DEVINE	20,609	1057	89.5%	1417	23,016
HUTCHINS	20,588	1058	80.3%	1257	25,633
MORIN	20,572	1059	73.0%	1136	28,184
MCCLELLAN	20,551	1060	82.3%	1294	24,986
MEREDITH	20,550	1061	85.9%	1358	23,937
DODGE	20,547	1062	94.1%	1500	21,833
KIRKLAND	20,534	1063	71.0%	1107	28,937
BINGHAM	20,513	1064	84.3%	1332	24,327
POLLOCK	20,513	1064	89.2%	1420	22,994
SHARPE	20,504	1066	73.6%	1155	27,862
WOOTEN	20,496	1067	67.9%	1060	30,185
ELDRIDGE	20,493	1068	83.6%	1322	24,510
GARLAND	20,487	1069	79.6%	1251	25,725
MCCAULEY	20,473	1070	85.6%	1360	23,926
REGAN	20,465	1071	94.6%	1525	21,624
CLIFTON	20,455	1072	83.4%	1320	24,523
WOLFF	20,396	1073	95.7%	1543	21,321
NICHOLAS	20,386	1074	76.6%	1205	26,628
MEAD	20,372	1075	92.9%	1494	21,919
DOOLEY	20,370	1076	89.3%	1439	22,798
KAY	20,360	1077	87.8%	1402	23,189
HEALY	20,349	1078	95.1%	1540	21,407
GROVE	20,332	1079	92.5%	1487	21,969
MANLEY	20,301	1080	80.7%	1288	25,159
BLANTON	20,243	1081	85.5%	1375	23,665
MCKNIGHT	20,232	1082	62.5%	980	32,386
TOMPKINS	20,218	1083	86.2%	1385	23,468
GREENBERG	20,189	1084	96.6%	1574	20,908
BOYCE	20,183	1085	76.9%	1223	26,229
FRASER	20,168	1086	81.9%	1312	24,616
RUTLEDGE	20,111	1087	77.3%	1241	26,010
BURRIS	20,060	1088	77.2%	1242	25,998
GREENWOOD	20,060	1088	82.5%	1334	24,301
GUNTER	20,054	1090	84.3%	1368	23,775
BLOCK	20,040	1091	92.4%	1518	21,686
SHERIDAN	20,036	1092	92.5%	1521	21,668
CLIFFORD	20,031	1093	91.2%	1486	21,974
CHARLES	20,025	1094	38.9%	589	51,518
COTE	19,968	1095	95.6%	1575	20,894
GEIGER	19,959	1096	91.6%	1503	21,785
LINK	19,949	1097	92.6%	1534	21,553
QUICK	19,948	1098	82.8%	1347	24,095
KAUFFMAN	19,940	1099	96.9%	1602	20,576
HATCHER	19,925	1100	70.1%	1127	28,424
SINCLAIR	19,914	1101	76.6%	1239	26,014
ERWIN	19,873	1102	89.8%	1475	22,120
HAND	19,857	1103	90.1%	1481	22,034
ALFORD	19,845	1104	66.0%	1064	30,050
SHEETS	19,828	1105	95.4%	1582	20,786
TALLEY	19,811	1106	68.1%	1101	29,082
CORBIN	19,796	1107	77.0%	1253	25,696
DUBOIS	19,792	1108	88.1%	1459	22,455
DAHL	19,787	1109	96.0%	1599	20,616
GAGNON	19,748	1110	96.0%	1604	20,567
DICK	19,727	1111	89.9%	1492	21,933
MAURER	19,727	1111	97.0%	1616	20,333
DUGAN	19,723	1113	92.7%	1547	21,267
DICKEY	19,713	1114	84.2%	1388	23,401
METZGER	19,689	1115	96.6%	1613	20,386
CLEMENT	19,676	1116	84.7%	1398	23,233
TORRES	19,673	1117	6.1%	50	325,169
GRACE	19,666	1118	73.6%	1200	26,727
GUY	19,649	1119	70.3%	1150	27,934
HOLLEY	19,630	1120	67.2%	1098	29,215
MAYFIELD	19,620	1121	67.3%	1100	29,136
CHILDRESS	19,549	1122	79.8%	1324	24,485
MCELROY	19,545	1123	81.2%	1349	24,064
ELMORE	19,521	1124	77.2%	1279	25,280
TEAGUE	19,521	1124	82.3%	1371	23,731
HAGER	19,501	1126	95.5%	1611	20,422
TERRELL	19,477	1127	57.4%	946	33,914
HOYT	19,460	1128	94.0%	1591	20,707
WHITLEY	19,452	1129	74.6%	1236	26,078
BENJAMIN	19,418	1130	53.3%	868	36,439
WILLARD	19,406	1131	91.6%	1557	21,183
CARUSO	19,400	1132	95.8%	1621	20,257
STILES	19,398	1133	92.6%	1570	20,957
GONZALES	19,393	1134	10.0%	110	193,934
SHERWOOD	19,379	1135	92.3%	1567	20,998
BEAVER	19,374	1136	88.2%	1488	21,963
LARKIN	19,333	1137	84.0%	1418	23,004
GAMBLE	19,306	1138	59.6%	981	32,377
KRUSE	19,302	1139	96.4%	1637	20,019
PURCELL	19,296	1140	88.9%	1517	21,696
CAHILL	19,291	1141	95.6%	1625	20,181
PHIPPS	19,284	1142	84.1%	1429	22,919
TOTH	19,275	1143	96.8%	1649	19,918
FERRIS	19,260	1144	92.9%	1585	20,743
WALDEN	19,237	1145	79.7%	1343	24,122
HOLLINGSWORTH	19,206	1146	82.5%	1396	23,294
VOSS	19,203	1147	94.6%	1618	20,291
COKER	19,184	1148	84.7%	1447	22,636
CORNELL	19,152	1149	90.9%	1566	21,060
BUTCHER	19,147	1150	86.7%	1478	22,077
JORGENSEN	19,142	1151	96.2%	1650	19,906
GAINES	19,117	1152	45.1%	739	42,369
MCFADDEN	19,084	1153	63.2%	1058	30,205
MOSLEY	19,082	1154	42.7%	699	44,698
NIX	19,079	1155	83.6%	1437	22,814
PIPER	19,072	1156	88.6%	1537	21,526
BOWLES	19,063	1157	82.3%	1405	23,157
ROOT	19,017	1158	95.1%	1641	20,001
STROUD	19,013	1159	79.4%	1357	23,946
REECE	18,942	1160	81.6%	1400	23,216
HERRON	18,940	1161	73.5%	1248	25,776
SWIFT	18,936	1162	79.9%	1372	23,685
MESSER	18,925	1163	95.5%	1657	19,819
OHARA	18,917	1164	89.8%	1565	21,068
DUNHAM	18,916	1165	86.9%	1506	21,772
WILHELM	18,901	1166	96.1%	1666	19,664
METZ	18,879	1167	94.3%	1640	20,010
MEADE	18,855	1168	88.7%	1548	21,264
URBAN	18,852	1169	93.7%	1630	20,117
SCHAFFER	18,844	1170	93.7%	1630	20,117
DRAPER	18,840	1171	81.1%	1397	23,242
HERBERT	18,820	1172	74.6%	1285	25,224
AMES	18,819	1173	86.1%	1499	21,855
DALEY	18,813	1174	81.3%	1408	23,132
NOEL	18,790	1175	66.2%	1130	28,401
POE	18,781	1176	82.1%	1433	22,865
STINSON	18,775	1177	73.1%	1254	25,694
THACKER	18,743	1178	91.3%	1607	20,531
BIGGS	18,716	1179	82.7%	1448	22,634
HOLLIS	18,702	1180	67.8%	1164	27,597
FINN	18,665	1181	92.3%	1624	20,218
PEDERSEN	18,661	1182	95.6%	1683	19,510
BERGERON	18,633	1183	94.8%	1667	19,655
RAMEY	18,617	1184	86.1%	1526	21,618
BARNHART	18,583	1185	94.6%	1670	19,642
BURGER	18,561	1186	94.4%	1668	19,654
BOUCHER	18,551	1187	94.9%	1677	19,554
FOREMAN	18,549	1188	68.4%	1186	27,130
SIZEMORE	18,534	1189	94.5%	1674	19,607
